Date,XOM,APA,MSFT,AAPL,PG,COST,JPM,MS,GE,FDX
1/3/1995,9.24,7.411654,2.71,1.29,9.93,4.673435,6.81,3.915843,4.95,13.334425
1/4/1995,9.28,7.374591,2.73,1.32,9.85,4.764182,6.93,4.061411,4.95,13.306816
1/5/1995,9.3,7.226357,2.69,1.31,9.71,4.537316,7,4.032297,4.97,13.444855
1/6/1995,9.3,6.96695,2.73,1.41,9.73,4.537316,7.02,4.003183,4.94,13.417244
1/9/1995,9.22,6.892833,2.72,1.38,9.69,4.537316,7.07,3.959512,4.89,13.472461
1/10/1995,9.26,6.633428,2.75,1.47,9.81,4.537316,7,4.046855,4.93,13.444855
1/11/1995,9.2,6.744601,2.77,1.57,9.79,4.446571,7,4.017742,5,13.334425
1/12/1995,9.2,6.818721,2.76,1.52,9.89,4.446571,6.98,3.974067,4.99,13.251602
1/13/1995,9.28,6.781658,2.83,1.51,10.01,4.446571,7.21,4.032297,5.05,13.472461
1/16/1995,9.26,7.004011,2.89,1.49,10.09,4.514631,7.31,4.221538,5.11,13.610501
1/17/1995,9.36,7.115181,2.91,1.51,10.13,4.809556,7.21,4.148754,5.05,13.803753
1/18/1995,9.47,7.300475,2.93,1.53,9.91,4.991046,7.12,4.148754,5.07,13.941791
1/19/1995,9.47,7.300475,2.86,1.54,9.87,4.991046,7,4.075968,4.95,13.997004
1/20/1995,9.57,7.26342,2.78,1.43,9.83,4.900301,6.88,4.090526,4.95,13.803753
1/23/1995,9.72,7.337536,2.83,1.42,9.93,5.03642,7.02,4.017742,4.88,13.720929
1/24/1995,9.53,7.337536,2.8,1.4,9.91,5.127171,7.09,4.206983,4.89,13.582891
1/25/1995,9.57,7.485764,2.78,1.38,10.05,5.081795,7.16,4.294322,4.93,13.858963
1/26/1995,9.62,7.26342,2.7,1.33,10.09,5.104482,7.12,4.30888,4.95,13.527677
1/27/1995,9.53,7.115181,2.7,1.34,10.37,5.172541,7.28,4.454452,4.9,13.582891
1/30/1995,9.53,6.96695,2.66,1.35,10.53,4.945677,7.19,4.323437,4.97,13.693321
1/31/1995,9.53,6.892833,2.68,1.36,10.43,4.991046,7.33,4.352551,5,13.417244
2/1/1995,9.47,6.818721,2.66,1.35,10.23,5.127171,7.26,4.454452,4.97,13.417244
2/2/1995,9.41,6.818721,2.66,1.4,10.31,5.013737,7.31,4.512679,4.98,13.720929
2/3/1995,9.57,6.892833,2.71,1.36,10.41,4.991046,7.45,4.774703,5.06,13.693321
2/6/1995,9.59,7.300475,2.74,1.36,10.65,4.991046,7.47,4.701918,5.05,13.582891
2/7/1995,9.6,6.929894,2.75,1.37,10.63,4.991046,7.42,4.658249,5.05,13.50007
2/8/1995,9.64,6.96695,2.79,1.42,10.51,4.991046,7.49,4.672806,5.05,13.334425
2/9/1995,9.53,6.781658,2.79,1.47,10.49,4.945677,7.45,4.760148,5.07,13.389644
2/10/1995,9.55,6.855777,2.79,1.47,10.47,5.081795,7.49,4.672806,5.06,13.693321
2/13/1995,9.64,6.892833,2.79,1.47,10.55,4.991046,7.52,4.614578,5.11,14.217868
2/14/1995,9.7,6.855777,2.79,1.45,10.45,4.991046,7.54,4.643691,5.11,13.858963
2/15/1995,9.78,7.004011,2.74,1.43,10.45,4.991046,7.59,4.774703,5.21,13.858963
2/16/1995,9.87,6.929894,2.74,1.45,10.47,5.03642,7.47,4.745593,5.26,13.803753
2/17/1995,9.78,7.078127,2.72,1.43,10.53,4.945677,7.49,4.701918,5.21,13.803753
2/21/1995,9.87,7.1893,2.69,1.38,10.61,4.968362,7.52,4.658249,5.23,13.831362
2/22/1995,9.89,7.26342,2.77,1.37,10.53,4.922989,7.49,4.701918,5.35,13.858963
2/23/1995,9.84,7.485764,2.78,1.35,10.65,4.786868,7.52,4.716754,5.38,14.41111
2/24/1995,9.78,7.411654,2.76,1.31,10.69,4.854928,7.49,4.790454,5.32,14.217868
2/27/1995,9.82,7.411654,2.78,1.29,10.63,4.764182,7.42,4.672533,5.21,14.300688
2/28/1995,9.86,7.411654,2.84,1.33,10.65,4.945677,7.54,4.731493,5.32,14.383512
3/1/1995,9.81,7.374591,2.85,1.35,10.51,4.809556,7.52,4.834673,5.3,14.052217
3/2/1995,9.78,7.374591,2.87,1.35,10.59,4.832243,7.47,4.834673,5.2,13.997004
3/3/1995,9.76,7.26342,2.87,1.36,10.59,4.832243,7.45,4.731493,5.19,13.858963
3/6/1995,9.87,7.337536,2.9,1.34,10.65,4.854928,7.35,4.672533,5.16,13.831362
3/7/1995,9.87,7.374591,2.95,1.29,10.47,4.582692,7.16,4.657796,5.15,13.748539
3/8/1995,9.99,7.634001,3.09,1.33,10.45,4.537316,7.09,4.702014,5.21,13.693321
3/9/1995,9.95,7.522825,3.06,1.34,10.57,4.537316,7.07,4.746234,5.21,13.665714
3/10/1995,10.03,7.596941,3.09,1.33,10.77,4.718809,7.33,4.952591,5.36,13.886571
3/13/1995,10.01,7.708117,3.11,1.28,10.77,4.582692,7.31,5.026292,5.35,14.466331
3/14/1995,9.99,7.708117,3.23,1.18,10.99,4.764182,7.33,5.011552,5.38,14.770014
3/15/1995,9.95,7.596941,3.18,1.18,11.03,4.582692,7.4,5.055772,5.26,14.604367
3/16/1995,10.07,7.782229,3.16,1.19,10.97,4.809556,7.4,5.070514,5.37,14.52155
3/17/1995,10.07,7.745176,3.15,1.18,11.11,4.809556,7.4,5.055772,5.31,14.52155
3/20/1995,10.05,7.782229,3.21,1.19,11.13,4.854928,7.4,5.026292,5.3,14.659584
3/21/1995,9.95,7.782229,3.17,1.22,11.11,4.877617,7.31,4.923115,5.32,14.355909
3/22/1995,10.13,7.708117,3.2,1.28,11.11,4.854928,7.23,4.849413,5.35,14.549155
3/23/1995,10.11,7.596941,3.28,1.25,11.05,4.968362,7.28,4.849413,5.33,14.466331
3/24/1995,10.16,7.794354,3.33,1.27,11.21,5.263288,7.26,4.908374,5.38,14.493937
3/27/1995,10.24,7.842898,3.29,1.25,11.05,5.263288,7.23,4.952591,5.35,15.018481
3/28/1995,10.18,7.880421,3.32,1.16,10.99,5.444779,7.26,4.878892,5.37,15.184126
3/29/1995,10.24,7.880421,3.26,1.16,10.81,5.422092,7.23,4.834673,5.38,15.046089
3/30/1995,10.2,8.10558,3.25,1.19,10.75,5.399407,7.23,4.746234,5.36,15.15652
3/31/1995,10.28,8.180629,3.21,1.19,10.61,5.354033,7.18,4.805194,5.28,14.935658
4/3/1995,10.22,8.143105,3.16,1.2,10.57,5.444779,7.25,4.775714,5.35,14.659584
4/4/1995,10.38,8.255683,3.15,1.14,10.83,5.308662,7.34,4.819933,5.37,15.046089
4/5/1995,10.49,8.10558,3.18,1.17,10.85,5.399407,7.46,4.878892,5.37,14.990879
4/6/1995,10.3,7.880421,3.16,1.24,10.99,5.308662,7.79,5.011552,5.41,15.322165
4/7/1995,10.32,7.730317,3.14,1.24,11.01,5.354033,7.72,5.055772,5.37,15.377378
4/10/1995,10.32,7.917946,3.2,1.23,11.01,5.308662,7.7,4.996811,5.38,15.322165
4/11/1995,10.3,7.842898,3.25,1.27,10.79,5.331348,7.63,4.967332,5.36,15.377378
4/12/1995,10.32,7.992998,3.23,1.31,10.87,5.535527,7.6,5.217909,5.36,15.349771
4/13/1995,10.36,8.143105,3.27,1.29,10.89,5.490157,7.63,5.188428,5.38,15.294559
4/17/1995,10.38,8.068054,3.49,1.29,10.72,5.308662,7.72,5.070514,5.27,15.073703
4/18/1995,10.49,7.880421,3.46,1.26,10.93,5.263288,7.96,5.04103,5.28,15.128912
4/19/1995,10.57,7.805375,3.43,1.22,10.93,5.263288,7.84,5.099991,5.36,15.128912
4/20/1995,10.76,8.068054,3.39,1.27,11.05,5.444779,7.86,5.173691,5.28,14.990879
4/21/1995,10.68,8.255683,3.38,1.32,11.13,5.490157,7.79,5.188428,5.38,14.963263
4/24/1995,10.74,8.293207,3.5,1.31,11.27,5.354033,7.94,5.306345,5.43,14.880445
4/25/1995,10.8,8.255683,3.61,1.27,10.95,5.308662,7.98,5.129468,5.46,14.770014
4/26/1995,10.76,8.218149,3.59,1.29,11.03,5.308662,7.96,5.099991,5.47,14.908059
4/27/1995,10.74,8.330731,3.54,1.28,10.99,5.217916,7.91,5.085251,5.52,14.990879
4/28/1995,10.72,8.10558,3.68,1.29,11.25,5.308662,7.94,4.996811,5.48,15.018481
5/1/1995,10.94,8.143105,3.7,1.29,11.17,5.172541,7.89,5.085251,5.52,14.990879
5/2/1995,10.94,8.293207,3.59,1.28,11.25,5.308662,7.91,5.11473,5.5,14.825223
5/3/1995,10.92,8.368258,3.65,1.28,11.43,5.285975,8.03,5.262129,5.54,14.576763
5/4/1995,10.95,8.44331,3.67,1.3,11.45,5.172541,8.22,5.306345,5.59,14.24547
5/5/1995,10.95,8.480834,3.61,1.31,11.33,5.081795,8.22,5.38005,5.61,13.858963
5/8/1995,10.97,8.368258,3.6,1.36,11.53,5.217916,8.36,5.527447,5.72,13.914183
5/9/1995,10.9,8.368258,3.6,1.39,11.47,5.104482,8.44,5.468487,5.74,13.969396
5/10/1995,10.95,8.518364,3.57,1.4,11.43,5.03642,8.44,5.424267,5.79,13.720929
5/11/1995,10.9,8.405783,3.67,1.38,11.39,5.127171,8.46,5.409526,5.71,13.748539
5/12/1995,10.9,8.330731,3.64,1.47,11.17,5.263288,8.55,5.512706,5.77,13.914183
5/15/1995,10.99,8.293207,3.66,1.47,11.17,5.172541,8.53,5.601146,5.64,13.914183
5/16/1995,11.11,8.44331,3.83,1.47,11.13,5.149856,8.65,5.601146,5.57,13.914183
5/17/1995,11.11,8.330731,3.88,1.48,11.11,4.991046,8.55,5.615886,5.63,13.858963
5/18/1995,11.01,8.180629,3.81,1.46,10.95,5.081795,8.55,5.512706,5.53,13.748539
5/19/1995,10.92,8.180629,3.85,1.44,10.95,5.03642,8.46,5.512706,5.53,13.610501
5/22/1995,10.9,8.518364,3.93,1.49,11.07,5.127171,8.67,5.512706,5.59,13.748539
5/23/1995,11.07,8.555884,3.99,1.48,11.13,4.991046,8.93,5.527447,5.64,13.638108
5/24/1995,11.15,8.630932,3.94,1.46,11.11,4.991046,8.74,5.660106,5.59,13.36203
5/25/1995,11.13,8.743515,4.02,1.46,11.31,4.945677,8.89,5.572263,5.53,13.306816
5/26/1995,10.88,8.705991,3.94,1.44,11.21,4.832243,8.79,5.51251,5.52,13.417244
5/30/1995,10.95,8.705991,3.74,1.42,11.21,4.968362,8.67,5.467692,5.54,13.279213
5/31/1995,11.13,8.705991,3.82,1.4,11.57,5.127171,8.77,5.676837,5.68,13.223994
6/1/1995,11.11,8.705991,3.79,1.42,11.43,5.081795,8.91,5.617084,5.68,13.085962
6/2/1995,11.01,8.555884,3.75,1.42,11.31,5.03642,9.08,5.691776,5.55,13.085962
6/5/1995,11.07,8.630932,3.82,1.47,11.29,5.081795,8.93,5.706715,5.66,13.058348
6/6/1995,11.03,8.705991,3.75,1.49,11.39,5.172541,8.93,5.721655,5.64,12.975526
6/7/1995,11.07,8.59341,3.79,1.46,11.37,5.172541,8.86,5.63202,5.61,13.030744
6/8/1995,11.09,8.480834,3.79,1.45,11.39,5.263288,8.55,5.542386,5.57,13.168781
6/9/1995,11.01,8.480834,3.83,1.47,11.31,5.217916,8.36,5.422871,5.44,13.251602
6/12/1995,10.97,8.630932,3.77,1.49,11.43,5.444779,8.51,5.467692,5.55,13.50007
6/13/1995,10.99,8.931146,3.78,1.49,11.51,5.444779,8.79,5.63202,5.63,13.831362
6/14/1995,11.01,9.006201,3.78,1.47,11.57,5.444779,8.84,5.602142,5.65,13.886571
6/15/1995,11.13,9.231351,3.83,1.47,11.67,5.399407,8.74,5.51251,5.65,13.803753
6/16/1995,11.25,9.231351,3.92,1.48,11.77,5.490157,8.63,5.527447,5.61,13.582891
6/19/1995,11.17,9.268877,4.05,1.5,11.91,5.626274,8.91,5.557324,5.66,13.444855
6/20/1995,10.93,8.856092,4.12,1.6,11.79,5.603587,9.05,5.721655,5.6,13.223994
6/21/1995,10.8,8.368258,4.08,1.67,11.85,5.648962,9.1,5.676837,5.59,13.555282
6/22/1995,10.76,8.518364,4.14,1.66,11.79,5.717022,9.2,5.721655,5.6,13.803753
6/23/1995,10.88,8.518364,4.11,1.65,11.47,5.626274,9.08,5.706715,5.59,13.693321
6/26/1995,10.93,8.567176,4.05,1.63,11.55,5.580902,9.03,5.751533,5.57,13.638108
6/27/1995,11.01,8.491693,3.92,1.57,11.65,5.717022,8.96,5.721655,5.55,13.638108
6/28/1995,11.25,8.578757,3.96,1.57,11.69,5.807765,9.17,5.557324,5.55,13.665714
6/29/1995,11.23,8.38896,4.03,1.6,11.63,5.671647,9.03,5.5872,5.48,13.472461
6/30/1995,11.01,8.313041,4.07,1.57,11.57,5.898512,8.98,5.617084,5.56,13.417244
7/3/1995,11.05,8.19917,4.1,1.59,11.61,5.898512,9.03,5.5872,5.62,13.555282
7/5/1995,11.03,8.426916,4.09,1.57,11.49,6.034632,9.05,5.691776,5.69,13.610501
7/6/1995,11.27,8.426916,4.18,1.59,11.27,6.352243,9.29,5.751533,5.82,14.190258
7/7/1995,11.17,8.426916,4.31,1.64,11.11,6.261497,9.49,5.960677,5.91,14.217868
7/10/1995,11.05,8.123246,4.46,1.64,11.13,6.216124,9.82,5.945739,5.89,14.549155
7/11/1995,11.13,7.895491,4.35,1.59,11.25,6.216124,9.61,5.885983,5.82,14.217868
7/12/1995,11.21,7.895491,4.5,1.59,11.27,6.12538,9.68,5.945739,5.83,14.190258
7/13/1995,11.21,8.085287,4.51,1.61,11.21,6.238811,9.75,5.915861,5.77,14.549155
7/14/1995,11.17,8.161209,4.67,1.65,11.19,6.44299,9.51,5.900921,5.73,14.190258
7/17/1995,11.27,8.085287,4.91,1.65,11.19,6.44299,9.25,5.885983,5.87,14.079827
7/18/1995,11.19,8.123246,4.59,1.63,11.19,6.465677,9.56,5.871043,5.82,13.886571
7/19/1995,11.29,8.047329,4.26,1.54,11.13,6.374929,9.63,5.781408,5.73,13.665714
7/20/1995,11.4,8.009368,4.33,1.59,10.85,6.715231,9.94,5.796349,5.85,13.693321
7/21/1995,11.42,8.123246,4.15,1.48,10.83,6.579111,9.68,5.691776,5.9,14.24547
7/24/1995,11.34,8.237121,4.22,1.53,10.89,6.511048,9.94,5.736593,5.88,14.024613
7/25/1995,11.29,8.009368,4.34,1.54,11.01,6.533733,10.01,5.885983,5.88,14.300688
7/26/1995,11.36,8.085287,4.33,1.53,11.29,6.420302,9.99,5.915861,5.84,14.438717
7/27/1995,11.34,8.085287,4.35,1.58,11.35,6.556421,10.01,6.050313,5.84,14.935658
7/28/1995,11.21,8.19917,4.17,1.54,11.29,6.465677,9.99,6.020434,5.79,14.963263
7/31/1995,11.31,8.313041,4.08,1.52,11.15,6.511048,9.92,6.035375,5.82,14.908059
8/1/1995,11.13,8.19917,4.03,1.47,11.13,6.715231,9.8,5.960677,5.78,14.908059
8/2/1995,11.11,8.123246,4.01,1.5,11.25,6.579111,10.06,5.930799,5.66,14.880445
8/3/1995,11.13,8.047329,4.11,1.52,11.07,6.420302,10.13,5.841171,5.66,15.184126
8/4/1995,11.01,8.047329,4.23,1.49,11.27,6.284184,10.16,5.811288,5.68,15.349771
8/7/1995,10.99,8.047329,4.22,1.46,11.23,6.329557,10.13,5.900921,5.79,15.763885
8/8/1995,10.97,7.895491,4.21,1.44,11.17,6.216124,10.37,5.781408,5.82,16.06757
8/9/1995,11.05,7.895491,4.35,1.46,11.07,6.261497,10.33,5.781408,5.78,16.12278
8/10/1995,11.03,7.933451,4.24,1.44,11.11,6.352243,10.23,5.766469,5.72,16.343647
8/11/1995,10.93,8.085287,4.35,1.45,11.13,6.352243,10.11,5.706715,5.69,16.260822
8/14/1995,11.01,8.313041,4.45,1.46,11.15,6.44299,10.18,5.721655,5.78,16.233215
8/15/1995,10.97,8.275084,4.43,1.49,11.07,6.488362,10.18,5.706715,5.78,16.343647
8/16/1995,10.91,8.237121,4.45,1.51,10.89,6.352243,10.37,5.736593,5.74,16.343647
8/17/1995,10.82,8.313041,4.47,1.51,10.85,6.284184,10.23,5.736593,5.68,16.647324
8/18/1995,10.85,8.313041,4.38,1.52,10.87,6.261497,10.3,5.706715,5.64,16.260822
8/21/1995,10.84,8.464878,4.26,1.49,10.85,6.238811,10.28,5.691776,5.67,16.233215
8/22/1995,10.82,8.38896,4.48,1.52,10.89,6.284184,10.28,5.841171,5.67,16.371248
8/23/1995,10.78,8.275084,4.41,1.54,10.95,6.261497,10.28,5.826228,5.64,15.73628
8/24/1995,10.82,8.085287,4.33,1.55,11.05,6.261497,10.28,6.024834,5.69,15.819102
8/25/1995,10.95,8.19917,4.25,1.52,11.15,6.306871,10.45,6.070249,5.75,15.846708
8/28/1995,10.85,7.933451,4.06,1.46,11.21,6.148066,11.55,6.176212,5.79,15.874313
8/29/1995,10.84,8.351003,4.14,1.46,11.25,6.12538,11.41,6.145938,5.8,15.929531
8/30/1995,10.82,8.654677,4.2,1.47,11.25,6.216124,11.34,6.135005,5.82,15.874313
8/31/1995,10.84,8.844472,4.17,1.46,11.23,6.12538,11.19,6.226116,5.8,15.846708
9/1/1995,10.99,9.072227,4.05,1.45,11.23,6.329557,11.14,6.377975,5.79,15.846708
9/5/1995,11.09,9.072227,4.28,1.47,11.27,6.511048,11.19,6.590573,5.79,16.06757
9/6/1995,11.07,8.730595,4.21,1.48,11.27,6.488362,11.31,6.71206,5.85,16.371248
9/7/1995,11.25,8.768551,4.26,1.52,11.23,6.488362,11.24,6.666498,5.83,16.205612
9/8/1995,11.23,8.806511,4.3,1.52,11.27,6.579111,11.36,6.848732,5.79,16.343647
9/11/1995,11.27,8.768551,4.4,1.5,11.52,6.533733,11.53,6.863912,5.8,16.12278
9/12/1995,11.45,8.768551,4.34,1.45,11.6,6.556421,11.58,6.924658,5.91,15.98474
9/13/1995,11.56,8.806511,4.33,1.43,11.86,6.556421,11.53,7.015771,5.98,16.039963
9/14/1995,11.64,8.654677,4.28,1.35,12.08,6.624484,11.62,7.030957,6.15,16.260822
9/15/1995,11.6,8.578757,4.21,1.21,12.16,6.624484,11.72,7.015771,6.3,17.641191
9/18/1995,11.45,8.578757,4.15,1.24,12.12,6.647169,11.48,6.924658,6.15,17.613586
9/19/1995,11.54,8.540796,4.21,1.24,12.22,6.601799,11.62,6.71206,6.11,17.972492
9/20/1995,11.5,8.38896,4.2,1.24,12.18,6.511048,11.62,6.620944,6.11,18.110521
9/21/1995,11.45,8.313041,4.08,1.25,12.26,6.465677,11.29,6.666498,6.12,18.138138
9/22/1995,11.41,8.19917,4.05,1.25,12.41,6.306871,11.24,6.545015,6.21,18.000099
9/25/1995,11.47,8.19917,4.07,1.27,12.57,6.12538,11.26,6.484276,6.35,18.248566
9/26/1995,11.31,8.047329,3.98,1.27,12.65,5.943887,11.34,6.514648,6.33,18.441811
9/27/1995,11.35,7.943956,3.99,1.23,12.57,6.12538,11.53,6.514648,6.3,18.027697
9/28/1995,11.43,8.096726,4.12,1.28,12.47,6.306871,11.72,6.74243,6.27,18.220953
9/29/1995,11.39,8.020341,4.08,1.26,12.47,6.216124,11.7,6.833544,6.32,18.331379
10/2/1995,11.31,8.249496,3.98,1.27,12.51,6.216124,11.65,6.560203,6.3,18.414207
10/3/1995,11.41,8.134918,4.01,1.27,12.67,6.216124,11.74,6.590573,6.26,18.248566
10/4/1995,11.58,8.173113,3.88,1.23,12.79,6.12538,12.16,6.560203,6.31,18.248566
10/5/1995,11.54,8.096726,3.94,1.24,12.79,6.306871,12.11,6.575387,6.25,18.165739
10/6/1995,11.6,7.943956,3.87,1.21,12.97,6.329557,12.2,6.696875,6.24,18.000099
10/9/1995,11.58,7.867577,3.75,1.18,13.13,6.216124,12.18,6.514648,6.24,17.668797
10/10/1995,11.62,7.676615,3.77,1.17,13.03,6.216124,12.28,6.453901,6.21,17.668797
10/11/1995,11.54,7.714804,3.9,1.18,12.95,6.352243,12.32,6.666498,6.16,17.613586
10/12/1995,11.5,7.752999,3.95,1.2,13.05,6.306871,12.42,6.696875,6.24,17.668797
10/13/1995,11.78,7.714804,3.89,1.22,12.99,6.261497,12.42,6.605759,6.25,17.862057
10/16/1995,11.74,7.638421,3.91,1.22,12.85,6.306871,12.23,6.575387,6.24,17.862057
10/17/1995,11.78,7.752999,4.11,1.24,12.95,6.397617,12.16,6.666498,6.35,17.862057
10/18/1995,11.78,7.638421,4.31,1.27,13,6.306871,11.86,6.666498,6.37,18.027697
10/19/1995,11.84,7.562037,4.36,1.18,13.22,6.44299,11.74,6.545015,6.47,17.862057
10/20/1995,11.94,7.562037,4.3,1.19,13.18,6.44299,11.4,6.317232,6.41,17.944872
10/23/1995,11.82,7.562037,4.34,1.19,13.16,6.306871,11.5,6.256489,6.3,17.834448
10/24/1995,11.94,7.523842,4.39,1.19,13.63,6.216124,11.04,6.104633,6.25,18.52463
10/25/1995,12.06,7.371079,4.32,1.18,13.44,6.12538,10.92,5.967961,6.25,18.027697
10/26/1995,11.82,7.332884,4.42,1.18,13.32,5.989258,10.9,5.99833,6.2,18.027697
10/27/1995,11.76,7.562037,4.51,1.18,13.26,6.170753,11.31,6.074262,6.18,17.944872
10/30/1995,11.98,7.638421,4.63,1.19,13.22,6.261497,11.21,6.059075,6.26,18.248566
10/31/1995,12.04,7.791194,4.51,1.23,13.18,6.170753,11.02,6.04389,6.27,18.138138
11/1/1995,12.1,7.562037,4.43,1.24,13.4,6.216124,11.31,6.210932,6.18,18.08292
11/2/1995,11.86,7.676615,4.51,1.24,13.57,6.193439,11.7,6.226116,6.3,18.993959
11/3/1995,12,7.829385,4.48,1.24,13.55,6.170753,11.5,6.271675,6.23,18.745493
11/6/1995,11.88,7.829385,4.39,1.29,13.34,6.034632,11.31,6.195745,6.24,18.82832
11/7/1995,11.76,7.829385,4.19,1.34,13.18,6.080004,11.16,6.104633,6.3,18.690283
11/8/1995,12.08,8.058534,4.29,1.32,13.42,6.080004,11.5,6.195745,6.44,18.441811
11/9/1995,12.08,8.096726,4.46,1.33,13.57,6.12538,11.53,6.256489,6.45,18.497032
11/10/1995,12.02,8.134918,4.37,1.35,13.51,6.216124,11.53,6.074262,6.51,18.469418
11/13/1995,12.16,8.249496,4.34,1.38,13.73,6.148066,11.36,6.01352,6.51,18.220953
11/14/1995,12.22,8.287684,4.24,1.41,13.57,5.943887,10.99,6.028702,6.5,17.53076
11/15/1995,12.37,8.249496,4.24,1.39,14.14,5.85314,10.97,6.074262,6.55,17.227093
11/16/1995,12.39,8.402263,4.05,1.35,14.3,5.807765,11.16,6.347606,6.71,17.171867
11/17/1995,12.63,8.440456,3.94,1.36,14.48,5.85314,11.36,6.28686,6.65,17.558372
11/20/1995,12.63,8.325877,3.88,1.31,14.28,5.717022,11.38,6.089445,6.6,17.503153
11/21/1995,12.69,8.402263,3.97,1.31,14.07,5.807765,11.65,5.99833,6.68,17.11665
11/22/1995,12.53,8.555036,3.94,1.31,13.87,5.807765,11.7,6.119818,6.57,17.14426
11/24/1995,12.51,8.555036,3.97,1.37,14.07,5.989258,11.65,6.15019,6.55,17.227093
11/27/1995,12.59,8.440456,3.93,1.34,14.28,5.898512,11.48,6.135005,6.49,17.171867
11/28/1995,12.59,8.325877,4.12,1.36,13.87,5.989258,11.48,6.119818,6.65,16.868189
11/29/1995,12.53,8.096726,4.05,1.33,13.99,6.034632,11.57,6.290857,6.71,16.674936
11/30/1995,12.31,8.134918,3.93,1.3,14.07,6.034632,11.62,6.275473,6.66,16.454067
12/1/1995,12.37,8.211306,3.89,1.28,13.79,6.080004,11.57,6.229334,6.81,16.812965
12/4/1995,12.51,8.249496,3.96,1.34,13.75,6.216124,11.82,6.260092,6.9,17.19948
12/5/1995,12.69,8.287684,3.88,1.34,14.12,6.12538,11.89,6.321618,6.93,17.834448
12/6/1995,12.81,8.211306,4.08,1.32,14.32,6.193439,12.08,6.383142,7.08,17.724018
12/7/1995,12.85,8.058534,4.08,1.31,14.32,6.102692,11.62,6.367761,7.03,17.641191
12/8/1995,13.01,8.058534,4.26,1.34,14.18,6.12538,11.74,6.352378,6.98,17.724018
12/11/1995,13.39,8.516839,4.2,1.31,14.09,6.080004,11.62,6.383142,7.02,17.668797
12/12/1995,13.45,8.325877,4.12,1.29,13.99,6.170753,11.55,6.306236,7.14,17.724018
12/13/1995,13.65,8.440456,4.14,1.3,14.07,6.12538,11.6,6.229334,7.14,18.027697
12/14/1995,13.21,8.631418,4,1.3,14.01,5.898512,11.38,6.07552,7.08,16.868189
12/15/1995,13.09,8.822377,3.98,1.2,13.99,5.85314,11.19,6.029376,7.18,16.592112
12/18/1995,12.85,8.707805,3.92,1.1,13.65,5.898512,11.09,5.92171,7.21,15.901922
12/19/1995,13.05,8.784189,4.1,1.11,13.69,5.308662,11.43,5.875565,7.14,16.12278
12/20/1995,12.79,8.936953,3.93,1.11,13.44,5.217916,11.28,5.721755,6.94,15.957135
12/21/1995,12.89,8.669608,4.06,1.1,13.4,5.399407,11.26,5.783283,6.99,15.266955
12/22/1995,12.95,8.631418,4.08,1.1,13.51,5.490157,11.28,5.890947,7.11,15.515415
12/26/1995,12.97,8.707805,4.07,1.09,13.59,5.444779,11.36,6.023608,7.16,15.487812
12/27/1995,13.05,8.911121,4.01,1.1,13.53,5.308662,11.43,5.937089,7.16,15.432597
12/28/1995,13.19,8.987939,3.94,1.09,13.55,5.354033,11.38,5.767899,7.1,15.349771
12/29/1995,12.91,9.064762,3.96,1.08,13.51,5.535527,11.38,5.783283,7.19,16.316038
1/2/1996,12.83,8.911121,4.05,1.09,13.53,5.580902,11.38,5.814044,7.34,16.233215
1/3/1996,12.87,8.527016,3.92,1.09,13.93,5.535527,11.48,5.860185,7.35,16.371248
1/4/1996,12.95,8.527016,3.94,1.07,14.16,5.807765,10.99,5.798662,7.26,16.730141
1/5/1996,13.27,8.527016,3.89,1.16,14.22,5.9212,10.94,5.721755,7.28,16.536892
1/8/1996,13.43,8.87271,3.89,1.18,14.28,5.943887,10.94,5.737138,7.33,16.702538
1/9/1996,13.17,8.87271,3.61,1.11,14.26,5.85314,10.67,5.783283,7.26,16.426464
1/10/1996,12.77,8.411789,3.71,1.16,14.07,5.85314,10.57,5.567945,7.03,16.06757
1/11/1996,12.85,8.373379,3.9,1.19,13.85,5.898512,10.57,5.583325,7.04,16.150393
1/12/1996,12.67,8.219744,3.86,1.15,13.89,5.807765,10.87,5.61409,7.01,16.12278
1/15/1996,12.53,8.14292,3.72,1.16,13.93,5.739706,10.77,5.55256,7.01,15.404987
1/16/1996,12.71,8.219744,3.89,1.17,14.44,5.807765,11.43,5.706377,7.08,15.349771
1/17/1996,12.77,8.14292,3.83,1.15,14.1,5.490157,11.62,5.983234,7.13,15.322165
1/18/1996,12.89,8.027691,3.95,1.08,14.08,5.444779,11.5,6.090901,7.24,15.377378
1/19/1996,12.91,8.066098,4.14,1.01,14.2,5.354033,11.62,6.306236,7.41,15.487812
1/22/1996,12.67,8.181332,4.15,1.04,14.12,5.399407,11.8,6.121664,7.39,15.598241
1/23/1996,12.41,8.066098,4.03,1.07,14.08,5.490157,11.94,6.121664,7.29,15.73628
1/24/1996,12.39,8.066098,4.11,1.1,14.42,5.490157,12.11,6.152426,7.36,15.846708
1/25/1996,12.53,7.989276,4.03,1.03,14.02,5.399407,12.33,6.229334,7.46,15.763885
1/26/1996,12.69,7.989276,4.08,1.04,14.22,5.490157,12.31,6.306236,7.54,15.708668
1/29/1996,12.61,8.14292,4.07,0.99,13.95,5.490157,12.89,6.260092,7.48,15.543012
1/30/1996,12.51,8.296562,4.09,0.93,13.87,5.603587,13.04,6.383142,7.54,15.570633
1/31/1996,12.77,8.258152,4.17,0.94,13.73,5.671647,13.09,6.66,7.66,16.812965
