Date,XOM,APA,MSFT,AAPL,PG,COST,JPM,MS,GE,FDX
9/2/1999,27.4,14.706043,33.11,2.4,34.47,26.180323,34.14,25.214409,23.93,38.981796
9/3/1999,27.96,14.996423,34.57,2.5,34.75,26.8836,35.93,26.616201,24.67,40.141312
9/7/1999,28.11,16.116493,33.98,2.59,35.42,26.361809,34.4,26.545221,25.39,39.81002
9/8/1999,28.71,16.033518,33.26,2.53,35.38,26.112263,34.56,26.296799,25.62,41.245617
9/9/1999,28.73,16.469099,33.92,2.57,35.08,25.976135,32.76,25.977402,25.38,41.135181
9/10/1999,28.44,16.240938,34.25,2.63,35.51,25.363598,32.74,26.279057,25.26,40.859108
9/13/1999,27.8,15.888323,33.85,2.55,35.01,24.977936,32.84,25.764482,25.13,40.25174
9/14/1999,28,15.805355,34.28,2.64,34.28,24.524204,32.71,25.391855,24.74,39.699589
9/15/1999,27.32,14.996423,33.4,2.56,33.91,24.34271,32.74,24.664343,24.58,38.595303
9/16/1999,27.47,14.934201,33.89,2.61,34.47,24.206589,32.97,24.735319,24.85,33.791569
9/17/1999,28.24,14.560838,34.77,2.61,34.82,24.50152,32.79,25.959665,25.43,34.067665
9/20/1999,27.65,14.166745,35.18,2.69,34.75,24.002409,33.16,25.941921,25.86,33.681149
9/21/1999,27.14,13.274837,34.12,2.35,34.52,24.229271,32.1,25.214409,25.27,33.570724
9/22/1999,26.65,13.772646,34.64,2.39,33.74,24.841814,32.29,25.427336,25.22,32.135139
9/23/1999,26.45,13.585971,32.88,2.15,33.2,25.522409,31.81,24.522379,24.74,31.141266
9/24/1999,26.45,13.254099,32.79,2.21,33.5,26.248375,31.86,24.948252,25.01,31.086023
9/27/1999,26.56,14.249709,32.97,2.08,34.21,26.293758,31.34,25.125702,25.43,31.362137
9/28/1999,26.41,13.387476,33.22,2.03,34.06,26.293758,31.2,25.249893,25.16,32.135139
9/29/1999,26.43,14.012077,32.27,2.01,32.99,25.545101,30.86,24.824038,24.75,33.570724
9/30/1999,26.87,14.386855,32.65,2.15,32.28,26.134932,31.86,25.320868,25.2,34.343735
10/1/1999,26.39,13.970443,32.45,2.1,32.17,26.497936,31.31,25.214409,24.95,33.681149
10/4/1999,25.81,13.866343,33.38,2.19,33.14,28.040617,32.87,26.669422,25.52,35.668896
10/5/1999,25.53,13.116808,33.11,2.31,32.86,28.789278,32.15,26.829124,25.71,36.221043
10/6/1999,26.17,13.678959,33.78,2.28,33.42,28.585094,32.28,27.645355,26.29,36.773197
10/7/1999,25.86,13.449936,33.8,2.25,33.46,28.358229,31.7,27.148525,25.9,37.932705
10/8/1999,25.73,12.658767,34.23,2.23,33.76,29.980331,32.12,27.042055,26.52,37.380566
10/11/1999,25.95,13.345838,34.01,2.27,33.74,30.46809,31.38,26.953339,26.17,37.767059
10/12/1999,25.92,13.220909,33.38,2.3,33.46,29.311077,31.14,26.740408,25.8,37.325336
10/13/1999,26.03,13.720606,32.83,2.17,32.75,28.01792,30.26,26.360159,25.41,35.668896
10/14/1999,26.3,13.887165,32.7,2.49,32.99,28.653164,30.16,26.217495,25.53,35.668896
10/15/1999,25.46,13.429111,31.75,2.53,32.13,27.042412,28.27,25.147375,24.6,35.227173
10/18/1999,25.81,13.033528,31.69,2.49,32.82,26.838224,29.04,25.789442,25,35.392826
10/19/1999,25.97,12.950248,31.12,2.33,33.89,26.974354,30.24,26.360159,25.09,34.895882
10/20/1999,27.05,13.366652,33.26,2.55,34.39,27.541513,32.23,27.091398,25.85,34.675041
10/21/1999,26.9,13.49158,33.56,2.59,34.84,26.679434,33,27.786963,26.2,34.454185
10/22/1999,27.18,13.59568,33.42,2.51,34.8,27.065092,34.27,29.356451,26.7,35.337593
10/25/1999,26.17,13.637321,33.33,2.53,34.43,26.860924,33.13,28.678722,26.62,34.895882
10/26/1999,25.48,13.49158,33.31,2.55,33.92,26.134932,33.08,28.072327,26.7,34.39896
10/27/1999,25.37,13.325017,32.77,2.59,34.28,26.134932,35.18,29.73098,27.3,36.441906
10/28/1999,25.86,12.908607,32.41,2.65,36.14,28.426296,37.65,32.44191,28.27,37.932705
10/29/1999,26.19,12.991887,33.38,2.72,36.23,29.152267,37.09,31.478807,28.8,38.043148
11/1/1999,26.43,13.304193,33.31,2.64,37.31,28.517042,35.52,31.567987,27.5,36.662758
11/2/1999,26.21,13.09599,33.38,2.73,36.61,29.243013,35.58,31.425314,27.42,37.049259
11/3/1999,25.81,13.012712,33.17,2.77,36.87,29.515249,35.04,31.068623,27.92,36.607548
11/4/1999,25.81,12.908607,33.08,2.84,36.38,29.537949,35.76,32.299217,28.03,36.000198
11/5/1999,24.97,12.533838,33.01,3,36.57,31.035244,36.67,33.048298,28.43,36.994064
11/8/1999,26.28,13.012712,32.43,3.27,37.5,31.398252,35.87,32.531071,28.48,39.147427
11/9/1999,26.79,13.179271,32.05,3.04,37.13,30.944494,35.31,31.550142,28.35,38.871357
11/10/1999,27.03,13.470762,31.41,3.11,37.09,30.921814,34.25,31.443153,28.48,38.208775
11/11/1999,27.32,13.075173,32.32,3.13,36.77,32.487183,34.49,32.049534,28.48,39.533958
11/12/1999,27.7,13.116808,32.16,3.08,36.96,32.260338,36.13,34.243244,28.77,40.25174
11/15/1999,27.75,13.13763,31.37,3.04,36.81,31.670467,35.1,34.54644,28.8,39.423523
11/16/1999,28.17,13.49158,31.48,3.1,37.09,31.602415,36.56,36.312099,29.68,39.257874
11/17/1999,28.55,14.449309,30.65,3.07,37.65,31.239441,34.81,34.653461,30.01,38.043148
11/18/1999,28.84,14.386855,30.63,3.04,37.84,31.216738,35.44,35.420353,29.62,38.319214
11/19/1999,28.35,13.762241,31.01,3.14,38.17,30.989882,35.28,35.491692,29.27,37.270126
11/22/1999,28.3,13.116808,32.38,3.08,38.27,30.059725,34.81,35.045818,29.8,36.16584
11/23/1999,27.75,12.325641,32.32,3.15,38.79,31.103329,33.98,34.385918,29.25,36.828415
11/24/1999,28.15,12.575481,33.06,3.22,38.84,31.625101,33.82,33.850868,29.09,36.16584
11/26/1999,27.75,12.3881,32.86,3.23,39.03,32.124199,33.61,33.672523,28.83,36.441906
11/29/1999,28.24,11.492826,32.52,3.21,38.51,33.508076,32.71,33.387165,28.3,37.87751
11/30/1999,28.21,11.930048,32.83,3.32,37.31,33.281227,32.84,34.421589,27.66,37.270126
12/1/1999,29.35,12.138252,33.6,3.5,38.77,34.642414,32.9,34.225403,28.59,36.869812
12/2/1999,29.2,11.784308,34.19,3.74,38.86,34.710472,33.61,34.760456,28.63,36.110611
12/3/1999,29.36,11.576109,34.66,3.91,39.29,35.822136,34.86,36.579632,28.96,37.049259
12/6/1999,29.84,10.84739,34.41,3.94,39.12,35.572571,33.53,36.490459,29.17,36.16584
12/7/1999,29.84,10.326881,33.53,4,37.97,34.665108,33.42,37.560551,29.76,36.000198
12/8/1999,29.7,10.784929,33.08,3.74,38.23,33.462727,33.04,37.792408,30.03,35.944984
12/9/1999,30.64,10.743293,33.44,3.58,37.95,33.371971,33.1,37.917244,30.51,35.337593
12/10/1999,29.46,10.660011,33.85,3.5,38.15,33.303902,33.56,38.380974,31.34,35.116745
12/13/1999,29.4,11.28462,34.84,3.36,38.1,34.097935,33.38,37.578403,31.63,34.454185
12/14/1999,29.3,11.180522,35.58,3.22,38.54,33.190483,32.55,36.258591,31.86,34.122875
12/15/1999,29.55,11.576109,39.1,3.29,38.9,33.1451,32.1,36.057949,30.67,34.316128
12/16/1999,29.79,11.909233,40.99,3.34,37.95,32.668678,31.88,35.670052,31.38,37.87751
12/17/1999,29.39,11.825949,41.56,3.4,36.7,32.872852,30.93,36.543957,32.28,35.337593
12/20/1999,29.14,11.347082,40.65,3.33,37.18,32.056137,30.71,37.190487,32.58,35.613674
12/21/1999,28.72,11.742669,41.78,3.48,36.1,31.625101,31.88,36.775826,33.54,35.282383
12/22/1999,28.81,11.617744,42.39,3.39,37.65,31.761227,31.83,37.061172,33.64,35.116745
12/23/1999,29.81,12.034153,42.34,3.52,37.82,32.351086,32.95,37.524876,33.56,35.337593
12/27/1999,29.17,12.367279,42.95,3.37,38.41,32.487183,32.52,37.560551,33.99,37.104481
12/28/1999,28.7,11.805129,42.37,3.34,37.91,33.122417,32.49,38.309635,33.51,37.435791
12/29/1999,28.88,12.382129,42.53,3.42,37.78,32.986298,32.97,39.647255,33.36,37.325336
12/30/1999,28.61,12.17297,42.41,3.41,37.87,33.1451,33.18,40.307156,33.03,36.662758
12/31/1999,28.66,12.361215,42.1,3.49,37.84,33.122417,33.03,40.735195,32.98,36.16584
1/3/2000,27.86,11.420005,42.03,3.8,37.02,32.305687,30.98,38.523636,31.97,37.932705
1/4/2000,27.32,10.918026,40.61,3.48,36.31,30.536156,30.3,35.670052,30.69,36.662758
1/5/2000,28.81,11.23176,41.04,3.53,35.62,31.057947,30.11,34.368088,30.63,37.490986
1/6/2000,30.3,12.298465,39.66,3.23,37.26,31.681801,30.54,35.027988,31.04,41.742531
1/7/2000,30.21,12.256637,40.18,3.38,40.24,33.780331,31.1,36.115925,32.25,41.963398
1/10/2000,29.79,11.775571,40.47,3.32,40.05,34.483608,30.57,37.512295,32.23,41.079979
1/11/2000,29.88,11.817404,39.44,3.15,40.67,33.258533,29.85,37.512295,32.29,40.306953
1/12/2000,29.7,11.754656,38.15,2.96,40.41,33.213173,30.03,37.799484,32.39,39.975674
1/13/2000,30.39,12.005648,38.87,3.29,39.72,34.460926,30.49,38.03281,32.76,41.521687
1/14/2000,29.79,11.901069,40.47,3.41,40.41,35.617954,31.58,39.432808,32.18,41.135181
1/18/2000,30.15,13.009601,41.58,3.53,40.39,37.206013,30.35,38.409733,31.54,39.037025
1/19/2000,30.44,12.925939,38.58,3.62,39.96,37.659729,31.69,38.966148,31.69,39.092232
1/20/2000,29.77,13.009601,38.22,3.86,38.99,36.298531,31.66,38.714863,31.1,37.546196
1/21/2000,30.24,13.469749,37.41,3.78,35.57,35.209583,31.18,38.050762,30.71,36.883621
1/24/2000,29.97,13.114182,36.51,3.61,35.72,34.120628,31.21,36.758461,29.43,36.221043
1/25/2000,29.9,13.260592,37.07,3.81,33.77,36.071671,31.9,37.171291,29.51,35.558472
1/26/2000,29.7,13.114182,35.83,3.74,34.85,36.616142,33.53,38.158443,30.14,37.435791
1/27/2000,28.81,12.507623,35.61,3.74,36.04,35.527191,34.49,38.804596,30.21,36.000198
1/28/2000,28.06,12.423961,35.43,3.45,34.74,33.394661,32.78,36.363613,28.56,34.178082
1/31/2000,29.48,12.214801,35.29,3.52,35,35.527191,34.49,38.050762,28.56,34.951088
2/1/2000,29.59,12.695866,37.12,3.41,34.46,37.659729,35.8,36.758461,28.98,34.39896
2/2/2000,29.81,12.674952,36.35,3.36,34.16,39.157043,35.22,37.404598,28.57,34.067665
2/3/2000,29.3,12.737699,37.36,3.51,33.88,39.338551,35.56,37.907169,29.67,34.895882
2/4/2000,28.77,12.382129,38.42,3.67,32.82,38.476452,34.95,37.727699,30.17,34.619808
2/7/2000,28.72,12.800447,38.45,3.87,32.3,37.206013,35.14,37.404598,29.09,34.619808
2/8/2000,28.08,12.361215,39.64,3.9,33.16,38.52182,36.36,38.948189,29.21,35.06152
2/9/2000,27.28,11.733742,37.5,3.83,32.56,38.385708,35.43,38.589207,28.57,34.509373
2/10/2000,27.14,12.256637,38.22,3.86,31.67,37.841236,35.54,38.373848,28.86,34.178082
2/11/2000,26.43,11.963815,36.03,3.69,32.47,37.523613,35.32,38.337929,28.5,32.797722
2/14/2000,27.34,12.633119,35.92,3.93,31.82,36.843002,33.8,37.907169,28.64,32.079926
2/15/2000,28.37,13.386086,35.54,4.04,33.16,35.844799,34.65,37.655891,29.3,31.748627
2/16/2000,28.62,13.427915,35.2,3.88,32.57,34.665108,33.99,37.655891,28.91,32.190361
2/17/2000,27.86,13.176925,35.92,3.9,32.62,31.942724,33.51,36.327721,27.92,31.472561
2/18/2000,26.83,12.507623,34.28,3.78,32.43,32.623314,31.96,35.178997,26.66,32.521645
2/22/2000,26.98,12.214801,33.83,3.87,32.17,31.942724,33.03,35.789246,27.62,31.803844
2/23/2000,26.69,11.901069,33.98,3.95,31.39,32.351086,33.08,37.763577,27.81,31.251682
2/24/2000,26.05,11.210849,34.16,3.91,30.65,32.214951,32.49,39.666122,27.92,30.147406
2/25/2000,25.42,10.93894,32.92,3.75,29.48,34.528988,32.44,40.132782,26.88,29.650446
2/28/2000,26.29,11.461837,33.01,3.85,30.61,35.527191,33.32,39.737938,27.58,30.699541
2/29/2000,26.94,12.214801,32.23,3.89,30.44,36.026299,34.04,40.455849,28.21,30.865194
3/1/2000,27.21,12.005648,32.74,4.43,30.57,33.757641,35.06,43.219925,28,30.423466
3/2/2000,27.54,12.612204,33.67,4.14,30.24,36.026299,34.44,43.973763,28.82,29.926525
3/3/2000,27.07,12.716784,34.66,4.35,30.63,36.253166,34.68,45.481445,29.7,30.699541
3/6/2000,26.09,13.093261,32.68,4.27,30.29,36.389282,35.67,46.450649,29.37,28.932661
3/7/2000,28.62,14.36913,33.49,4.17,21.13,32.940914,34.98,46.522457,27.77,27.441858
3/8/2000,28.48,14.159967,34.46,4.14,20.09,33.122417,33.77,45.373749,27.85,29.208735
3/9/2000,28.77,13.888067,36.06,4.15,20,32.351086,34.68,47.886524,27.57,29.484821
3/10/2000,27.55,13.637075,36.42,4.27,18.62,32.033451,33.64,49.75317,28.15,29.650446
3/13/2000,27.14,13.783487,35.34,4.12,19.83,31.216738,34.23,47.383976,27.66,28.987873
3/14/2000,27.63,13.825319,34.3,3.88,19.31,31.443594,33.77,45.912201,27.14,28.711819
3/15/2000,27.81,13.469749,34.39,3.95,20.26,36.162426,35.54,44.799397,28.55,29.871317
3/16/2000,28.53,14.159967,34.39,4.13,20.74,40.620335,38.53,46.378849,29.71,31.362137
3/17/2000,27.59,13.762571,35.83,4.25,19.96,39.157043,38.9,51.045456,29.9,30.202621
3/20/2000,26.78,13.553411,35.11,4.18,20.13,37.977348,37.01,50.363422,30.12,31.306902
3/21/2000,27.54,13.90898,37.05,4.58,19.74,37.886608,39.33,50.937771,32.17,32.355995
3/22/2000,26.81,14.473706,37.23,4.9,19.74,38.385708,39.14,51.772381,32.25,32.908134
3/23/2000,27.01,14.285465,40.34,4.8,19.46,38.93018,42.11,54.419781,34.2,35.116745
3/24/2000,27.63,14.285465,40.27,4.71,19.55,39.111668,41.12,55.030025,34,35.006306
3/27/2000,27.37,14.264545,37.52,4.74,19.14,38.794056,40.48,51.691593,33.76,34.260914
3/28/2000,28.26,14.829272,37.61,4.73,19.74,37.115265,40.29,50.542892,33.34,33.90202
3/29/2000,28.8,16.038158,38.65,4.62,20.33,36.661533,38.64,49.824982,34.84,33.625931
3/30/2000,28.12,16.625944,37.27,4.27,20.09,36.480042,37.19,48.326248,33.93,34.122875
3/31/2000,27.9,16.709917,38.31,4.61,19.66,38.158836,37.27,47.599358,33.26,34.288521
4/3/2000,28.8,16.416018,32.77,4.53,20.61,38.113453,39.54,49.035236,34.41,34.619808
4/4/2000,29.51,16.059147,31.93,4.32,21.99,39.247776,37.28,45.158363,32.91,34.01244
4/5/2000,28.53,15.660294,31.14,4.43,21.32,38.839424,37.12,45.804516,32.77,34.785461
4/6/2000,29.24,16.185099,31.01,4.25,21.73,37.659729,37.58,48.999325,33.53,34.39896
4/7/2000,28.46,16.374027,32.11,4.48,21.97,38.340343,37.12,48.568592,33.94,33.736378
4/10/2000,27.99,15.597315,31.03,4.25,22.86,39.383911,37.87,50.973656,34.08,35.779331
4/11/2000,28.39,16.227085,30.24,4.06,23.01,41.697956,36.96,49.430088,34.54,36.331478
4/12/2000,28.59,16.793877,28.62,3.71,24.01,39.973766,37.31,45.911217,33.5,36.717991
4/13/2000,28.62,16.52099,28.58,3.87,24.07,39.656155,36.31,43.464531,32.17,35.558472
4/14/2000,28.17,16.143116,26.73,3.8,21.82,36.933754,33.9,38.499214,31.15,32.908134
4/17/2000,27.01,15.198457,27.36,4.21,23.9,35.6633,33.79,39.686562,32.49,32.024708
4/18/2000,27.25,15.618314,29.05,4.31,22.99,36.979134,34.59,43.608444,33.45,33.128998
4/19/2000,27.7,16.290064,28.37,4.11,22.99,37.931957,33.52,43.17667,33.24,33.736378
4/20/2000,28.26,15.891206,28.46,4.04,23.99,39.792271,33.22,43.17667,33.88,33.625931
4/24/2000,28.57,16.458006,24.02,4.09,24.53,40.654362,32.12,44.68784,34.64,32.908134
4/25/2000,28.97,16.080137,25.01,4.36,22.36,41.380329,33.55,45.983154,35.48,35.06152
4/26/2000,28.66,16.143116,24.52,4.12,21.14,39.88303,32.85,46.41494,34.89,33.90202
4/27/2000,28.86,16.080137,25.17,4.31,21.18,40.69973,31.75,46.342968,34.52,33.460281
4/28/2000,27.79,16.269073,25.15,4.21,20.79,39.247776,30.99,44.18412,33.61,33.294647
5/1/2000,27.9,16.898844,26.48,4.22,20.78,42.42392,31.69,45.911217,34.06,32.797722
5/2/2000,27.99,17.003805,25.2,4,20.81,39.746895,32.71,43.608444,34.42,32.632076
5/3/2000,27.72,16.499992,25.44,3.91,21.1,37.886608,31.91,42.025299,33.36,31.803844
5/4/2000,28.44,17.885489,25.4,3.76,21.03,35.527191,31.48,41.233723,32.91,32.742496
5/5/2000,28.62,18.809145,25.65,3.84,21.18,35.436436,31.02,40.945908,33.77,34.951088
5/8/2000,28.77,19.228991,25.17,3.74,21.29,34.438236,30.94,41.341679,33.62,35.448036
5/9/2000,28.42,18.809145,24.45,3.58,21.84,35.708687,30.46,40.945908,33.42,35.171967
5/10/2000,29.15,18.809145,23.87,3.37,22.34,35.527191,29.54,38.067432,32.46,34.01244
5/11/2000,29.83,19.375942,24.47,3.49,22.62,36.162426,30.08,38.571171,32.66,34.895882
5/12/2000,29.5,20.026703,24.81,3.66,22.31,34.710472,30.78,39.956417,33.5,34.343735
5/15/2000,30.08,19.984718,25.01,3.43,22.58,35.527191,32.07,42.636967,34.62,32.190361
5/16/2000,29.94,19.375942,25.06,3.59,22.44,37.251381,31.91,43.320595,34.78,32.24556
5/17/2000,29.27,19.774794,24.41,3.44,22.62,34.653763,31.8,43.752365,34.38,31.859062
5/18/2000,29.29,20.331093,23.87,3.42,22.53,33.939137,32.28,42.996773,34.06,32.521645
5/19/2000,29.4,19.774794,23.46,3.19,22.64,32.668678,31.16,39.974396,33.26,32.024708
5/22/2000,29.96,19.50189,23.14,3.05,22.58,31.307486,31.02,38.859001,32.06,32.024708
5/23/2000,29.85,18.956089,22.78,2.91,22.4,29.492559,31.42,39.290798,32.06,31.803844
5/24/2000,29.83,18.473267,23.64,2.98,22.92,23.140322,30.78,39.290798,32.54,31.91427
5/25/2000,29.29,18.767162,22.18,2.96,22.94,21.779118,30.19,36.844105,32.54,31.086023
5/26/2000,29.63,19.092545,22.15,2.93,23.05,22.414347,30.3,36.6642,31.78,29.871317
5/30/2000,30.03,19.260483,22.85,2.97,23.01,23.594048,31.59,38.571171,32.86,31.362137
5/31/2000,29.96,20.436052,22.56,2.85,23.14,23.185694,32.1,41.161758,33.74,31.362137
6/1/2000,29.83,20.110674,23.28,3.03,22.84,23.503307,33.14,43.320595,33.58,31.527771
6/2/2000,28.48,18.809145,23.91,3.14,22.27,24.864494,34.67,47.818176,33.82,32.411224
6/5/2000,28.52,18.431286,24.11,3.1,22.03,24.138527,34.11,47.278461,33.06,33.073784
6/6/2000,29.6,18.956089,25.1,3.15,22.01,23.049572,33.09,45.911217,32.82,32.576851
6/7/2000,29.18,18.578232,25.42,3.28,21.53,23.775549,33.04,46.019135,32.94,32.466431
6/8/2000,28.79,18.872129,24.81,3.22,20.01,23.276436,32.87,45.335526,32.62,31.91427
6/9/2000,28.48,18.641211,24.81,3.25,19.83,23.457933,31.51,45.623371,31.98,32.079926
6/12/2000,29.04,19.208,24.11,3.1,19.62,22.822708,31.32,46.522888,31.98,31.831457
6/13/2000,29.2,19.082048,24.47,3.21,19.83,23.321804,31.06,47.998047,32.82,32.24556
6/14/2000,29.72,19.795792,25.42,3.07,19.83,23.639429,32.27,49.22139,32.7,32.852928
6/15/2000,29.65,19.228991,26.1,3.14,19.75,24.093155,31.46,48.321903,33.26,32.190361
6/16/2000,30.35,19.953232,26.16,3.1,19.31,23.594048,29.29,46.702782,32.78,31.582987
6/19/2000,30.23,19.103041,26.57,3.28,19.52,23.23106,30.22,48.609726,32.22,31.306902
6/20/2000,29.94,18.893116,27.02,3.44,19.23,22.958822,30.9,49.833076,32.7,31.03083
6/21/2000,30.19,19.648836,29.09,3.78,18.99,23.503307,30.3,49.293392,31.7,30.423466
6/22/2000,29.74,18.914106,28.8,3.65,18.83,23.23106,29.89,47.890137,31.26,30.644331
6/23/2000,29.9,19.396929,28.01,3.51,19.12,23.23106,30.22,46.702782,31.98,29.981758
6/26/2000,29.98,19.312965,28.67,3.68,19.36,23.140322,30.66,47.314465,32.02,30.092178
6/27/2000,29.51,19.166016,28.42,3.52,19.36,23.957031,30.9,47.782196,31.58,32.687294
6/28/2000,29.54,19.559626,28.46,3.7,19.33,23.457933,30.33,48.07003,32.41,34.454185
6/29/2000,29.2,20.152664,27.83,3.48,18.66,23.276436,30.7,48.573738,31.9,34.39896
6/30/2000,28.23,19.753811,28.85,3.56,19.75,23.957031,29.69,47.926132,33.98,33.570724
7/3/2000,28.61,20.047699,28.85,3.62,19.44,24.819128,30.87,48.933578,33.34,35.171967
7/5/2000,27.67,18.431286,28.3,3.51,19.36,24.138527,31,50.130955,32.1,36.110611
7/6/2000,28.12,17.927465,29.18,3.52,19.23,23.866293,31.16,51.645687,32.27,35.282383
7/7/2000,28.24,18.116402,29.57,3.7,19.1,25.091372,32.5,52.294876,32.99,34.730244
7/10/2000,28.1,17.885489,28.64,3.88,19.29,26.906294,32.29,53.881748,33.71,35.558472
7/11/2000,28.97,19.228991,28.53,3.87,19.18,25.817337,32.9,54.747311,33.59,35.337593
7/12/2000,28.27,18.788151,28.96,4,19.18,26.543308,32.82,55.107964,34.56,36.221043
7/13/2000,28.05,18.284338,28.82,3.84,18.99,26.497936,32.94,55.612877,33.75,36.938835
7/14/2000,27.9,18.200367,28.46,3.92,19.49,26.134932,34.08,55.396484,33.11,37.490986
7/17/2000,28.32,17.822514,28.19,3.96,19.53,25.771959,33.77,53.16045,34.52,36.16584
7/18/2000,28.12,18.200367,28.3,3.89,20.27,24.592264,33.06,52.655533,33.59,36.16584
7/19/2000,28.3,17.864494,26.37,3.58,20.7,23.911661,32.9,50.924385,33.91,35.337593
7/20/2000,28.1,17.171745,26.98,3.74,20.65,23.911661,33.31,52.655533,34.92,35.116745
7/21/2000,27.74,16.353043,26.07,3.64,20.7,23.412561,34.23,54.639103,34.8,35.392826
7/24/2000,27.78,16.038158,25.44,3.31,20.65,23.004192,33.47,54.314537,34.72,35.06152
7/25/2000,27.11,15.891206,24.88,3.4,21.22,23.004192,33.27,54.512886,34.43,34.951088
7/26/2000,27.4,16.478996,24.45,3.4,20.88,22.731962,32.05,53.665386,33.51,34.343735
7/27/2000,28.95,16.814867,25.01,3.53,20.85,23.185694,32.37,53.376823,33.75,34.343735
7/28/2000,28.77,16.541975,25.13,3.28,20.72,23.412561,31.4,50.924385,32.75,34.564583
7/31/2000,28.84,16.709917,25.17,3.45,19.95,23.639429,32.33,52.655533,33.23,35.006306
8/1/2000,28.77,17.255711,24.77,3.35,20.57,23.594048,33.51,52.475174,33.91,35.227173
8/2/2000,29.81,17.759529,25.01,3.21,20.37,24.365391,33.39,53.196491,33.43,35.668896
8/3/2000,29.29,17.65457,25.33,3.26,20.33,25.091372,32.62,54.170261,33.99,34.951088
8/4/2000,29.38,17.927465,24.92,3.22,20.09,25.771959,34.04,56.406326,34.31,34.730244
8/7/2000,29.09,18.268602,25.24,3.26,20,26.634054,34.77,56.947296,33.83,34.785461
8/8/2000,29.06,18.515257,26.73,3.18,19.78,27.269268,34.73,55.829308,34.56,34.675041
8/9/2000,29.15,18.809145,26.77,3.23,19.71,26.271057,33.96,56.766968,35.96,34.01244
8/10/2000,29.29,19.061064,26.19,3.23,19.89,24.955244,33.67,55.757149,36.64,36.055393
8/11/2000,29.43,19.145029,26.12,3.24,20.39,25.363598,33.75,58.642368,36.36,36.717991
8/14/2000,29.86,19.984718,26.03,3.2,20.74,25.953449,34.24,60.048927,36.64,36.331478
8/15/2000,29.4,19.711817,25.83,3.17,21.97,25.227484,33.63,58.570259,36.81,36.276276
8/16/2000,29.93,19.879757,25.6,3.29,21.97,24.002409,32.7,56.839081,36.52,36.000198
8/17/2000,30.31,20.698465,25.8,3.49,21.79,23.957031,32.9,58.96698,36.44,35.724113
8/18/2000,29.99,20.173649,25.6,3.4,22.06,24.274649,32.94,57.957127,36.12,35.337593
8/21/2000,30.19,20.110674,25.47,3.43,22.12,23.775549,33.06,58.786652,36.36,35.227173
8/22/2000,30.06,20.226131,25.69,3.51,22.45,23.911661,34.24,59.363682,36.16,35.944984
8/23/2000,30.56,21.107803,25.51,3.69,22.51,23.412561,35.26,58.624348,37.25,34.840687
8/24/2000,29.99,20.509527,25.65,3.81,22.03,23.503307,34.57,59.507954,37.89,35.171967
8/25/2000,29.99,20.803429,25.47,3.86,21.97,23.911661,33.79,58.425983,38.09,36.441906
8/28/2000,29.95,20.960863,25.71,3.94,21.97,24.002409,34.2,59.363682,38.57,35.964832
8/29/2000,29.84,21.443687,25.58,4.02,21.88,25.227484,33.67,60.301388,38.49,35.814678
8/30/2000,29.42,21.16029,25.24,4.04,21.73,25.862707,34.57,61.094841,36.97,35.010719
8/31/2000,29.52,21.16029,25.17,4.14,21.65,25.000622,36.27,62.077618,37.69,35.646812
9/1/2000,29.83,21.517155,25.31,4.31,21.49,25.635843,36.55,62.140747,37.61,34.940063
9/5/2000,30.15,21.811047,25.29,4.24,21.88,26.271057,37.08,61.707947,37.17,34.851711
9/6/2000,30.01,22.293875,25.04,3.97,22.21,26.543308,36.35,61.275162,37.93,35.57613
9/7/2000,30.29,22.25189,25.26,4.21,21.92,26.497936,37.16,60.589905,37.93,35.178574
9/8/2000,30.19,21.475176,24.99,4,22.21,27.360027,37.53,60.878429,38.49,34.683849
9/11/2000,30.73,22.167929,24.81,3.97,21.95,27.314632,37.32,63.114498,38.37,34.197971
9/12/2000,31.01,22.167929,24.56,3.92,22.08,27.326,34.28,62.284969,37.97,34.772205
9/13/2000,31.03,21.496172,24.61,3.94,21.88,27.859129,32.9,60.301388,37.97,35.973682
9/14/2000,30.83,21.370213,23.73,3.86,21.46,26.997034,32.46,60.553844,37.93,35.664452
9/15/2000,31.82,21.999981,23.14,3.75,21.88,25.635843,31.89,56.839081,36.48,34.630844
9/18/2000,32.42,21.648371,22.72,4.12,21.75,24.728384,30.22,53.953888,36.97,34.109623
9/19/2000,31.82,20.992348,23.44,4.07,21.53,24.274649,30.43,56.262074,36.64,34.73687
9/20/2000,31.28,21.055325,23.17,4.15,21.64,24.864494,30.18,55.360424,36.4,34.498337
9/21/2000,31.21,19.984718,23.14,3.85,22.01,25.681208,28.97,51.537491,36.16,35.567299
9/22/2000,31.28,19.858765,22.81,3.55,22.36,25.363598,30.67,52.258801,36.85,35.823498
9/25/2000,31.05,19.648836,22.09,3.63,22.1,25.318228,30.51,53.340755,37.33,36.000198
9/26/2000,31.32,19.942726,22.6,3.49,21.62,24.546894,29.9,51.176857,37.29,37.325336
9/27/2000,32.27,20.488537,21.86,3.32,21.62,25.091372,29.53,50.094879,38.21,37.811253
9/28/2000,32.23,19.900745,22.11,3.63,23.43,26.044193,30.43,51.970287,37.93,39.754818
9/29/2000,32.22,19.858765,21.75,1.75,23.46,25.363598,29.98,52.763733,37.25,39.171734
10/2/2000,33.07,20.236624,21.32,1.65,23.83,23.911661,30.83,52.294876,37.7,38.385471
